Datetime,Close,High,Low,Open,Volume
2025-01-17 14:30:00+00:00,2279.225341796875,2289.971923828125,2277.365234375,2281.65869140625,0
2025-01-17 15:30:00+00:00,2278.160888671875,2284.4345703125,2278.01318359375,2279.275390625,0
2025-01-17 16:30:00+00:00,2282.27392578125,2282.591064453125,2277.29052734375,2278.192626953125,0
2025-01-17 17:30:00+00:00,2278.823486328125,2282.82470703125,2278.823486328125,2282.280517578125,0
2025-01-17 18:30:00+00:00,2276.985595703125,2278.822509765625,2275.95654296875,2278.822509765625,0
2025-01-17 19:30:00+00:00,2272.319091796875,2277.018310546875,2269.22119140625,2276.962890625,0
2025-01-17 20:30:00+00:00,2275.72998046875,2278.3525390625,2272.25537109375,2272.279296875,0
2025-01-21 14:30:00+00:00,2303.638427734375,2303.638427734375,2286.397705078125,2286.397705078125,0
2025-01-21 15:30:00+00:00,2310.45361328125,2310.49560546875,2302.18798828125,2303.578125,0
2025-01-21 16:30:00+00:00,2312.62353515625,2312.62353515625,2308.911865234375,2310.455322265625,0
2025-01-21 17:30:00+00:00,2316.387939453125,2316.53955078125,2312.24169921875,2312.6328125,0
2025-01-21 18:30:00+00:00,2315.05810546875,2316.66259765625,2314.0185546875,2316.440673828125,0
2025-01-21 19:30:00+00:00,2316.622802734375,2316.839111328125,2313.08935546875,2315.0185546875,0
2025-01-21 20:30:00+00:00,2317.6640625,2318.80712890625,2313.9931640625,2316.628662109375,0
2025-01-22 14:30:00+00:00,2313.44384765625,2318.6328125,2312.03955078125,2316.143798828125,0
2025-01-22 15:30:00+00:00,2304.977783203125,2313.421875,2303.426025390625,2313.421875,0
2025-01-22 16:30:00+00:00,2307.1220703125,2308.466796875,2304.977783203125,2304.977783203125,0
2025-01-22 17:30:00+00:00,2305.32861328125,2307.825927734375,2301.904296875,2307.07763671875,0
2025-01-22 18:30:00+00:00,2305.30322265625,2308.42822265625,2305.02734375,2305.30859375,0
2025-01-22 19:30:00+00:00,2304.5205078125,2308.400634765625,2304.4677734375,2305.2705078125,0
2025-01-22 20:30:00+00:00,2303.94775390625,2306.744873046875,2303.35009765625,2304.53466796875,0
2025-01-23 14:30:00+00:00,2294.90234375,2296.921142578125,2289.271240234375,2296.111083984375,0
2025-01-23 15:30:00+00:00,2306.82470703125,2308.315185546875,2293.85693359375,2294.772216796875,0
2025-01-23 16:30:00+00:00,2310.32763671875,2310.81201171875,2305.730712890625,2306.84130859375,0
2025-01-23 17:30:00+00:00,2311.26171875,2313.809326171875,2308.4052734375,2310.343017578125,0
2025-01-23 18:30:00+00:00,2308.97705078125,2311.432861328125,2308.197021484375,2311.292236328125,0
2025-01-23 19:30:00+00:00,2312.54248046875,2313.22021484375,2308.4453125,2308.92626953125,0
2025-01-23 20:30:00+00:00,2314.44921875,2314.49267578125,2309.16015625,2312.519775390625,0
2025-01-24 14:30:00+00:00,2312.587646484375,2314.220703125,2304.22216796875,2312.3798828125,0
2025-01-24 15:30:00+00:00,2317.02001953125,2317.02001953125,2307.969482421875,2312.616943359375,0
2025-01-24 16:30:00+00:00,2320.337158203125,2322.2666015625,2315.813720703125,2317.060791015625,0
