Date,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2026-01-13,1428.5999755859375,2026.9000244140625,1599.0,1452.800048828125,1728.699951171875,182.57000732421875,3268.0,12044.0,1449.0,2049.89990234375,1618.0,1485.800048828125,1743.800048828125,184.38999938964844,3280.0,12199.0,1420.0,2014.9000244140625,1586.4000244140625,1444.699951171875,1712.0999755859375,181.10000610351562,3210.5,11936.0,1443.5,2047.0,1618.0,1485.0,1743.0,183.5,3245.0,12050.0,919873,7388496,8080618,13499760,1770082,19155081,5645341,290750
2026-01-14,1436.800048828125,2030.5999755859375,1604.199951171875,1464.699951171875,1700.9000244140625,189.30999755859375,3210.199951171875,12242.0,1438.9000244140625,2034.0,1610.5,1466.0,1737.0999755859375,190.64999389648438,3260.0,12323.0,1423.0,2008.699951171875,1586.5,1440.199951171875,1695.0,181.66000366210938,3202.10009765625,11942.0,1429.0,2015.0999755859375,1588.0,1444.0,1737.0999755859375,182.57000732421875,3260.0,12074.0,662171,1969334,3359246,3495668,984370,40062213,1636778,196513
