Date,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
2026-01-13,1428.5999755859375,2026.9000244140625,831.75,1728.699951171875,1449.0,2049.89990234375,838.9000244140625,1743.800048828125,1420.0,2014.9000244140625,825.7999877929688,1712.0999755859375,1443.5,2047.0,833.0999755859375,1743.0,919873,7388496,654725,1770082
2026-01-14,1430.0,2022.5,826.7000122070312,1700.699951171875,1438.9000244140625,2034.0,832.8499755859375,1737.0999755859375,1423.0,2008.699951171875,824.5,1689.199951171875,1429.0,2015.0999755859375,830.0,1737.0999755859375,1278725,4842916,564314,2479605
