Datetime,Close,High,Low,Open,Volume
2025-01-17 14:30:00+00:00,428.68341064453125,433.8599853515625,419.7701110839844,421.7200012207031,28440359
2025-01-17 15:30:00+00:00,433.8175048828125,434.17999267578125,425.7200012207031,428.87310791015625,12168112
2025-01-17 16:30:00+00:00,436.40948486328125,436.7900085449219,431.5,433.889892578125,9871888
2025-01-17 17:30:00+00:00,437.114990234375,439.20001220703125,433.1099853515625,436.4049987792969,9068816
2025-01-17 18:30:00+00:00,438.43499755859375,439.739990234375,437.05010986328125,437.0899963378906,7885874
2025-01-17 19:30:00+00:00,428.7799987792969,438.95001220703125,428.6300048828125,438.489990234375,12646921
2025-01-17 20:30:00+00:00,426.4800109863281,432.6300048828125,426.2300109863281,428.7699890136719,8389476
2025-01-21 14:30:00+00:00,412.375,432.9845886230469,406.30999755859375,432.80999755859375,32462885
2025-01-21 15:30:00+00:00,415.0799865722656,417.489990234375,411.2099914550781,412.3800048828125,12869537
2025-01-21 16:30:00+00:00,415.9949951171875,416.9508972167969,412.510009765625,415.1300048828125,7712153
2025-01-21 17:30:00+00:00,418.84991455078125,420.3299865722656,415.64300537109375,415.8999938964844,6966628
2025-01-21 18:30:00+00:00,418.1300048828125,421.29998779296875,416.6600036621094,418.7850036621094,6650715
2025-01-21 19:30:00+00:00,420.4949951171875,420.69000244140625,415.5101013183594,418.0799865722656,6224189
2025-01-21 20:30:00+00:00,424.0799865722656,424.659912109375,419.1199951171875,420.41009521484375,7706082
2025-01-22 14:30:00+00:00,423.42999267578125,428.0,416.10009765625,416.7200012207031,20498042
2025-01-22 15:30:00+00:00,422.5953063964844,424.2998962402344,419.1000061035156,423.3800048828125,8274875
2025-01-22 16:30:00+00:00,420.20001220703125,423.4049987792969,419.5899963378906,422.6070861816406,5236994
2025-01-22 17:30:00+00:00,421.29998779296875,424.1400146484375,419.6700134277344,420.17999267578125,5078701
2025-01-22 18:30:00+00:00,418.1300048828125,421.4465026855469,417.29010009765625,421.30499267578125,5653604
2025-01-22 19:30:00+00:00,417.6559143066406,419.8699951171875,417.55999755859375,418.20001220703125,4058835
2025-01-22 20:30:00+00:00,415.1000061035156,419.2200012207031,414.5899963378906,417.6499938964844,6017585
2025-01-23 14:30:00+00:00,414.3900146484375,420.7300109863281,410.3500061035156,415.989990234375,17747077
2025-01-23 15:30:00+00:00,413.2799987792969,416.239990234375,412.340087890625,414.3262023925781,6808481
2025-01-23 16:30:00+00:00,410.8800048828125,414.0989990234375,410.8299865722656,413.20001220703125,4739334
2025-01-23 17:30:00+00:00,412.3800048828125,412.7423095703125,408.95001220703125,410.8301086425781,5708842
2025-01-23 18:30:00+00:00,410.8900146484375,413.4100036621094,410.3999938964844,412.3800048828125,3767157
2025-01-23 19:30:00+00:00,410.4849853515625,411.68939208984375,409.3299865722656,411.04998779296875,4204113
2025-01-23 20:30:00+00:00,412.3699951171875,412.3800048828125,409.4200134277344,410.46990966796875,4244509
2025-01-24 14:30:00+00:00,414.5498962402344,418.010009765625,411.7099914550781,414.5199890136719,18437059
2025-01-24 15:30:00+00:00,413.510009765625,416.4093933105469,411.7099914550781,414.5299987792969,7437862
2025-01-24 16:30:00+00:00,411.3999938964844,415.69000244140625,410.8399963378906,413.3800964355469,5493396
2025-01-24 17:30:00+00:00,410.2099914550781,412.3800048828125,407.7699890136719,411.34100341796875,5829460
2025-01-24 18:30:00+00:00,407.95001220703125,410.6300048828125,407.2601013183594,410.2099914550781,5381502
2025-01-24 19:30:00+00:00,406.8500061035156,409.75,406.79998779296875,407.92498779296875,4577294
2025-01-24 20:30:00+00:00,406.5350036621094,407.8500061035156,405.7799987792969,406.92510986328125,4577762
2025-01-27 14:30:00+00:00,402.2749938964844,405.7598876953125,393.39300537109375,394.5320129394531,20392868
2025-01-27 15:30:00+00:00,399.2799987792969,406.6698913574219,398.6199951171875,402.2300109863281,7667701
2025-01-27 16:30:00+00:00,397.15478515625,401.5075988769531,395.05010986328125,399.3299865722656,5533368
2025-01-27 17:30:00+00:00,393.9534912109375,398.81988525390625,393.8399963378906,397.06500244140625,4460309
2025-01-27 18:30:00+00:00,396.4599914550781,397.32000732421875,393.4200134277344,393.9599914550781,4002206
2025-01-27 19:30:00+00:00,394.5,396.6098937988281,389.0,396.45001220703125,7026302
2025-01-27 20:30:00+00:00,397.05999755859375,397.45001220703125,392.3999938964844,394.5,4426955
2025-01-28 14:30:00+00:00,393.04998779296875,396.5599060058594,386.5,395.0,13942036
2025-01-28 15:30:00+00:00,388.17999267578125,394.489990234375,387.510009765625,393.0799865722656,6949490
2025-01-28 16:30:00+00:00,393.5220031738281,394.2300109863281,387.4700012207031,388.1099853515625,5252923
2025-01-28 17:30:00+00:00,394.0342102050781,395.67999267578125,392.3500061035156,393.5199890136719,4123575
2025-01-28 18:30:00+00:00,396.3500061035156,396.5899963378906,392.42999267578125,394.1000061035156,3502718
2025-01-28 19:30:00+00:00,400.4100036621094,400.5899963378906,395.6099853515625,396.32000732421875,6238810
2025-01-28 20:30:00+00:00,398.1000061035156,400.30999755859375,397.34490966796875,400.29998779296875,3777704
2025-01-29 14:30:00+00:00,392.0400085449219,398.58990478515625,391.05169677734375,395.19000244140625,11559216
2025-01-29 15:30:00+00:00,389.7650146484375,393.70001220703125,389.4100036621094,392.05999755859375,5957156
2025-01-29 16:30:00+00:00,390.2550048828125,390.8999938964844,387.7348937988281,389.6639099121094,4995242
2025-01-29 17:30:00+00:00,389.9989929199219,391.510009765625,384.7200012207031,390.2749938964844,5691640
2025-01-29 18:30:00+00:00,385.05999755859375,390.55999755859375,385.05999755859375,389.9700012207031,4706590
2025-01-29 19:30:00+00:00,391.1400146484375,391.6899108886719,384.4800109863281,385.1099853515625,8361168
2025-01-29 20:30:00+00:00,388.0299987792969,391.8500061035156,386.8999938964844,391.2799987792969,5136360
2025-01-30 14:30:00+00:00,392.1300048828125,412.5,384.4100036621094,410.5,38277085
2025-01-30 15:30:00+00:00,397.114990234375,397.5400085449219,388.9800109863281,392.3500061035156,11751967
2025-01-30 16:30:00+00:00,399.1099853515625,401.17999267578125,395.80010986328125,397.07000732421875,9660590
2025-01-30 17:30:00+00:00,403.98748779296875,409.1000061035156,398.1650085449219,399.1199951171875,12022190
2025-01-30 18:30:00+00:00,404.1099853515625,406.2900085449219,401.30010986328125,403.8500061035156,6986207
2025-01-30 19:30:00+00:00,406.0277099609375,406.7445068359375,402.0400085449219,404.2049865722656,6968639
2025-01-30 20:30:00+00:00,400.4800109863281,407.5,398.9501037597656,405.8999938964844,7359961
2025-01-31 14:30:00+00:00,414.7785949707031,417.92999267578125,401.42498779296875,401.5150146484375,25170319
2025-01-31 15:30:00+00:00,415.0199890136719,418.44000244140625,413.8800048828125,414.6700134277344,9233301
2025-01-31 16:30:00+00:00,418.4599914550781,419.9800109863281,414.79998779296875,415.1419982910156,8663098
2025-01-31 17:30:00+00:00,415.8970947265625,419.805908203125,415.80999755859375,418.54998779296875,5981017
2025-01-31 18:30:00+00:00,408.5050048828125,416.95989990234375,407.29998779296875,415.8999938964844,12042768
2025-01-31 19:30:00+00:00,402.8500061035156,410.1499938964844,401.4400939941406,408.55938720703125,11400867
2025-01-31 20:30:00+00:00,404.5799865722656,405.3699951171875,402.25,402.7699890136719,6096507
2025-02-03 14:30:00+00:00,384.55999755859375,389.1700134277344,374.3900146484375,386.69000244140625,36603549
2025-02-03 15:30:00+00:00,384.29998779296875,389.1000061035156,382.2301025390625,384.4200134277344,14045165
2025-02-03 16:30:00+00:00,379.4200134277344,387.1028137207031,379.29998779296875,384.3037109375,10245819
2025-02-03 17:30:00+00:00,380.2807922363281,381.42999267578125,377.4100036621094,379.36749267578125,7289977
2025-02-03 18:30:00+00:00,383.4664001464844,385.33990478515625,378.3299865722656,380.385986328125,7021104
2025-02-03 19:30:00+00:00,384.1900939941406,385.2991943359375,383.10540771484375,383.489990234375,5588620
2025-02-03 20:30:00+00:00,383.8599853515625,385.06988525390625,381.3599853515625,384.3399963378906,5498643
2025-02-04 14:30:00+00:00,384.20001220703125,390.7300109863281,382.1300048828125,383.0,16974210
2025-02-04 15:30:00+00:00,383.4649963378906,386.5299987792969,381.3999938964844,384.2699890136719,7514180
2025-02-04 16:30:00+00:00,382.8599853515625,386.8999938964844,382.70001220703125,383.4624938964844,6459369
2025-02-04 17:30:00+00:00,386.82000732421875,387.45001220703125,382.67999267578125,382.95001220703125,4625665
2025-02-04 18:30:00+00:00,387.5398864746094,388.2298889160156,385.0799865722656,386.7799987792969,5080670
2025-02-04 19:30:00+00:00,389.80999755859375,389.9800109863281,385.5191955566406,387.4599914550781,6099070
2025-02-04 20:30:00+00:00,392.3999938964844,394.0,388.8700866699219,389.7799987792969,6908873
2025-02-05 14:30:00+00:00,381.09991455078125,388.3900146484375,380.5199890136719,387.510009765625,17273766
2025-02-05 15:30:00+00:00,382.29998779296875,384.4800109863281,380.0199890136719,380.9949951171875,7226674
2025-02-05 16:30:00+00:00,382.3299865722656,384.9560852050781,381.0199890136719,382.3240051269531,5334918
2025-02-05 17:30:00+00:00,380.4739990234375,382.8399963378906,380.04998779296875,382.3500061035156,4592583
2025-02-05 18:30:00+00:00,379.8971862792969,381.4800109863281,378.0,380.45001220703125,6455253
2025-02-05 19:30:00+00:00,377.8399963378906,380.2900085449219,377.5,379.8999938964844,5386645
