Date,Close,High,Low,Open,Volume
2024-04-18,5.659999847412109,5.758999824523926,5.599999904632568,5.730000019073486,165600
2024-04-19,5.510000228881836,5.690000057220459,5.485000133514404,5.579999923706055,137500
2024-04-22,5.28000020980835,5.380000114440918,5.130000114440918,5.210000038146973,223900
2024-04-23,5.409999847412109,5.514999866485596,5.249000072479248,5.340000152587891,250500
2024-04-24,6.210000038146973,6.480000019073486,6.005000114440918,6.239999771118164,403400
2024-04-25,6.599999904632568,6.614999771118164,6.03000020980835,6.03000020980835,367000
2024-04-26,6.5,6.675000190734863,6.419000148773193,6.5,227200
2024-04-29,7.744999885559082,7.974999904632568,7.300000190734863,7.460000038146973,729100
2024-04-30,7.21999979019165,7.579999923706055,7.190000057220459,7.400000095367432,352800
2024-05-01,7.050000190734863,7.320000171661377,7.000999927520752,7.150000095367432,396700
2024-05-02,7.050000190734863,7.239999771118164,6.860000133514404,7.210000038146973,329600
2024-05-03,7.090000152587891,7.269999980926514,6.9679999351501465,7.150000095367432,261900
2024-05-06,7.28000020980835,7.401000022888184,7.150000095367432,7.239999771118164,202400
2024-05-07,6.929999828338623,7.195000171661377,6.920000076293945,7.150000095367432,255800
2024-05-08,6.769999980926514,6.829999923706055,6.574999809265137,6.639999866485596,182700
2024-05-09,6.650000095367432,6.809999942779541,6.619999885559082,6.769999980926514,177100
2024-05-10,6.480000019073486,6.690000057220459,6.440000057220459,6.690000057220459,143900
2024-05-13,6.639999866485596,6.795000076293945,6.510000228881836,6.570000171661377,160900
2024-05-14,6.909999847412109,7.0,6.739999771118164,6.739999771118164,251500
2024-05-15,6.739999771118164,7.0,6.690000057220459,7.0,198100
2024-05-16,6.760000228881836,6.810999870300293,6.61899995803833,6.739999771118164,131900
2024-05-17,6.889999866485596,6.989999771118164,6.670000076293945,6.71999979019165,546300
2024-05-20,6.769999980926514,6.929999828338623,6.699999809265137,6.929999828338623,118200
2024-05-21,7.329999923706055,7.340000152587891,6.78000020980835,6.789999961853027,254300
2024-05-22,7.010000228881836,7.199999809265137,6.920000076293945,7.159999847412109,211000
2024-05-23,6.699999809265137,7.070000171661377,6.690000057220459,7.070000171661377,260600
2024-05-24,6.960000038146973,7.0,6.710000038146973,6.739999771118164,140800
2024-05-28,6.849999904632568,6.900000095367432,6.679999828338623,6.800000190734863,120800
2024-05-29,6.820000171661377,6.900000095367432,6.710000038146973,6.71999979019165,122600
2024-05-30,6.929999828338623,7.119999885559082,6.78000020980835,6.940000057220459,250100
2024-05-31,6.900000095367432,6.989999771118164,6.699999809265137,6.920000076293945,204100
2024-06-03,6.820000171661377,7.110000133514404,6.730000019073486,6.889999866485596,157500
2024-06-04,6.739999771118164,6.881999969482422,6.710000038146973,6.75,143300
2024-06-05,6.739999771118164,6.800000190734863,6.610000133514404,6.769999980926514,123400
2024-06-06,6.880000114440918,6.96999979019165,6.644999980926514,6.730000019073486,248300
2024-06-07,6.860000133514404,6.948999881744385,6.775000095367432,6.809999942779541,126500
2024-06-10,6.679999828338623,6.901000022888184,6.658999919891357,6.800000190734863,179400
2024-06-11,6.53000020980835,6.71999979019165,6.369999885559082,6.679999828338623,712000
2024-06-12,6.849999904632568,7.0,6.514999866485596,6.53000020980835,249000
2024-06-13,7.099999904632568,7.5,7.039999961853027,7.360000133514404,459100
2024-06-14,6.869999885559082,7.25,6.829999923706055,7.21999979019165,233100
2024-06-17,7.329999923706055,7.390999794006348,6.860000133514404,6.880000114440918,473700
2024-06-18,7.199999809265137,7.320000171661377,7.079999923706055,7.320000171661377,243700
2024-06-20,7.03000020980835,7.199999809265137,6.959000110626221,7.199999809265137,361300
2024-06-21,7.110000133514404,7.140999794006348,7.010000228881836,7.050000190734863,283600
2024-06-24,7.090000152587891,7.355000019073486,7.090000152587891,7.159999847412109,345400
2024-06-25,7.320000171661377,7.340000152587891,7.059999942779541,7.130000114440918,928700
2024-06-26,7.760000228881836,7.809999942779541,7.260000228881836,7.260000228881836,1003500
2024-06-27,7.800000190734863,7.860000133514404,7.650000095367432,7.670000076293945,245900
2024-06-28,7.820000171661377,8.076000213623047,7.690000057220459,7.909999847412109,226600
2024-07-01,8.40999984741211,8.571000099182129,7.980000019073486,7.980000019073486,937700
2024-07-02,9.479999542236328,9.489999771118164,8.829999923706055,8.869999885559082,1282900
2024-07-03,10.260000228881836,10.35099983215332,9.640000343322754,9.65999984741211,2018100
2024-07-05,10.510000228881836,10.550000190734863,10.050000190734863,10.4399995803833,1086200
2024-07-08,10.59000015258789,10.930000305175781,10.180000305175781,10.300000190734863,888700
2024-07-09,11.09000015258789,11.25,10.470000267028809,10.479999542236328,634600
2024-07-10,11.140000343322754,11.359999656677246,10.859999656677246,11.09000015258789,635500
2024-07-11,9.970000267028809,11.529999732971191,9.899999618530273,11.170000076293945,2112200
2024-07-12,10.329999923706055,10.510000228881836,9.5600004196167,9.680000305175781,894200
2024-07-15,10.579999923706055,11.220000267028809,10.529999732971191,10.739999771118164,1685500
2024-07-16,10.770000457763672,10.869999885559082,10.210000038146973,10.710000038146973,539800
2024-07-17,10.34000015258789,10.850000381469727,10.229999542236328,10.550000190734863,481900
2024-07-18,10.369999885559082,10.770000457763672,10.279999732971191,10.460000038146973,761700
2024-07-19,9.84000015258789,10.359999656677246,9.75,10.279999732971191,438200
2024-07-22,10.489999771118164,10.550000190734863,10.09000015258789,10.100000381469727,393700
2024-07-23,10.220000267028809,10.710000038146973,10.199999809265137,10.609999656677246,443500
2024-07-24,8.649999618530273,9.15999984741211,8.579999923706055,9.119999885559082,1157000
2024-07-25,8.859999656677246,9.140000343322754,8.65999984741211,8.65999984741211,559800
2024-07-26,8.84000015258789,8.949999809265137,8.609999656677246,8.90999984741211,377100
2024-07-29,9.449999809265137,9.550000190734863,9.079999923706055,9.09000015258789,437000
2024-07-30,8.970000267028809,9.470000267028809,8.84000015258789,9.470000267028809,466800
2024-07-31,9.4399995803833,9.5600004196167,9.180000305175781,9.239999771118164,284500
2024-08-01,8.670000076293945,9.40999984741211,8.550000190734863,9.220000267028809,382400
2024-08-02,8.210000038146973,8.619999885559082,8.119000434875488,8.550000190734863,1154100
2024-08-05,7.760000228881836,8.0,6.949999809265137,7.090000152587891,862900
2024-08-06,7.840000152587891,7.960999965667725,7.480000019073486,7.889999866485596,345500
2024-08-07,7.420000076293945,7.989999771118164,7.420000076293945,7.880000114440918,526800
2024-08-08,7.78000020980835,7.855000019073486,7.448999881744385,7.610000133514404,432500
2024-08-09,7.829999923706055,7.855000019073486,7.590000152587891,7.679999828338623,294400
2024-08-12,7.699999809265137,7.809999942779541,7.570000171661377,7.809999942779541,441700
2024-08-13,8.199999809265137,8.239999771118164,7.684000015258789,7.710000038146973,373500
2024-08-14,7.889999866485596,8.220000267028809,7.760000228881836,8.210000038146973,408800
2024-08-15,8.510000228881836,8.59000015258789,8.069999694824219,8.069999694824219,528000
2024-08-16,8.609999656677246,8.770999908447266,8.350000381469727,8.359999656677246,422200
2024-08-19,8.930000305175781,8.9350004196167,8.510000228881836,8.640000343322754,357600
2024-08-20,8.84000015258789,9.180000305175781,8.779999732971191,9.020000457763672,357800
2024-08-21,8.970000267028809,9.01200008392334,8.739999771118164,8.930000305175781,394300
2024-08-22,8.319999694824219,9.029999732971191,8.3100004196167,9.0,402200
2024-08-23,8.800000190734863,8.850000381469727,8.510000228881836,8.520000457763672,455900
2024-08-26,8.4399995803833,8.710000038146973,8.335000038146973,8.699999809265137,453800
2024-08-27,8.25,8.550000190734863,8.145000457763672,8.449999809265137,657500
2024-08-28,8.069999694824219,8.369999885559082,7.929999828338623,8.279999732971191,722200
2024-08-29,8.109999656677246,8.515000343322754,8.09000015258789,8.279999732971191,480000
2024-08-30,8.470000267028809,8.494999885559082,8.140000343322754,8.229999542236328,511500
2024-09-03,8.3100004196167,8.760000228881836,8.274999618530273,8.520000457763672,714800
2024-09-04,8.75,8.869999885559082,8.300000190734863,8.300000190734863,539900
2024-09-05,9.270000457763672,9.510000228881836,8.899999618530273,8.9399995803833,539600
2024-09-06,8.289999961853027,9.4399995803833,8.279999732971191,9.40999984741211,529600
2024-09-09,8.569999694824219,8.734999656677246,8.4399995803833,8.569999694824219,365800
2024-09-10,9.050000190734863,9.069999694824219,8.694999694824219,8.760000228881836,487300
2024-09-11,9.149999618530273,9.170000076293945,8.595000267028809,8.960000038146973,555000
2024-09-12,9.239999771118164,9.289999961853027,8.949999809265137,9.0,489300
2024-09-13,9.25,9.375,9.069999694824219,9.149999618530273,351100
2024-09-16,9.09000015258789,9.234999656677246,8.920000076293945,9.220000267028809,114500
2024-09-17,9.140000343322754,9.470000267028809,9.079999923706055,9.220000267028809,196700
2024-09-18,9.109999656677246,9.520000457763672,9.100000381469727,9.300000190734863,291700
2024-09-19,9.9399995803833,9.949999809265137,9.359999656677246,9.430000305175781,347200
2024-09-20,9.640000343322754,9.930000305175781,9.539999961853027,9.819999694824219,177800
2024-09-23,10.239999771118164,10.239999771118164,9.84000015258789,9.869999885559082,358900
2024-09-24,10.479999542236328,10.600000381469727,10.210000038146973,10.449999809265137,431300
2024-09-25,10.609999656677246,10.609999656677246,10.369999885559082,10.369999885559082,144200
2024-09-26,10.460000038146973,10.83899974822998,10.319999694824219,10.800000190734863,224700
2024-09-27,10.779999732971191,10.779999732971191,10.460000038146973,10.59000015258789,153100
2024-09-30,10.84000015258789,10.979999542236328,10.539999961853027,10.699999809265137,173200
2024-10-01,10.630000114440918,10.9399995803833,10.170000076293945,10.890000343322754,255200
2024-10-02,10.1899995803833,10.279999732971191,9.8100004196167,10.119999885559082,268600
2024-10-03,9.770000457763672,10.210000038146973,9.619999885559082,9.979999542236328,207100
2024-10-04,10.210000038146973,10.260000228881836,9.949999809265137,10.039999961853027,134600
2024-10-07,9.770000457763672,10.1899995803833,9.755000114440918,10.1899995803833,129500
2024-10-08,9.949999809265137,10.0,9.75,9.899999618530273,149600
2024-10-09,9.75,10.079999923706055,9.710000038146973,9.890000343322754,148100
2024-10-10,9.65999984741211,9.84000015258789,9.329999923706055,9.8100004196167,343100
2024-10-11,8.59000015258789,8.854999542236328,8.425000190734863,8.680000305175781,559800
2024-10-14,8.65999984741211,8.779999732971191,8.390000343322754,8.710000038146973,237600
2024-10-15,8.680000305175781,8.890000343322754,8.555000305175781,8.710000038146973,254700
2024-10-16,8.770000457763672,8.829999923706055,8.649999618530273,8.779999732971191,171000
2024-10-17,8.739999771118164,8.800000190734863,8.600000381469727,8.800000190734863,175500
2024-10-18,8.729999542236328,8.795000076293945,8.65999984741211,8.710000038146973,167000
2024-10-21,8.640000343322754,8.6899995803833,8.489999771118164,8.65999984741211,160200
2024-10-22,8.600000381469727,8.609999656677246,8.454999923706055,8.520000457763672,178500
2024-10-23,8.420000076293945,8.619999885559082,8.303999900817871,8.550000190734863,256400
2024-10-24,10.6899995803833,10.744999885559082,9.789999961853027,9.90999984741211,809800
2024-10-25,11.109999656677246,11.140000343322754,10.399999618530273,10.40999984741211,727500
2024-10-28,10.779999732971191,11.329999923706055,10.760000228881836,11.130000114440918,455600
2024-10-29,10.630000114440918,10.869999885559082,10.420000076293945,10.800000190734863,209200
2024-10-30,10.520000457763672,10.805000305175781,10.454999923706055,10.569999694824219,321000
2024-10-31,10.119999885559082,10.630000114440918,10.100000381469727,10.5600004196167,286800
2024-11-01,10.079999923706055,10.3100004196167,9.9399995803833,10.199999809265137,376400
2024-11-04,9.770000457763672,10.0649995803833,9.569999694824219,9.84000015258789,755600
2024-11-05,10.199999809265137,10.380000114440918,9.9399995803833,9.970000267028809,386100
2024-11-06,12.069999694824219,12.140000343322754,11.430000305175781,11.890000343322754,1205600
2024-11-07,12.510000228881836,12.654999732971191,11.920000076293945,12.079999923706055,618800
2024-11-08,13.789999961853027,14.157999992370605,12.550000190734863,12.630000114440918,1212800
2024-11-11,15.34000015258789,15.77299976348877,14.579999923706055,15.100000381469727,721700
2024-11-12,14.149999618530273,15.0600004196167,13.880000114440918,14.9399995803833,948300
2024-11-13,14.270000457763672,14.989999771118164,13.835000038146973,14.630000114440918,642900
2024-11-14,13.229999542236328,14.220000267028809,13.180000305175781,14.09000015258789,519600
2024-11-15,13.739999771118164,13.90999984741211,13.149999618530273,13.15999984741211,724500
2024-11-18,14.6899995803833,15.199999809265137,14.21500015258789,14.770000457763672,845100
2024-11-19,15.0600004196167,15.130000114440918,14.380000114440918,14.470000267028809,335000
2024-11-20,14.84000015258789,15.0600004196167,14.449999809265137,15.0600004196167,261600
2024-11-21,14.710000038146973,15.149999618530273,14.5,14.930000305175781,266200
2024-11-22,15.40999984741211,15.630000114440918,14.630000114440918,14.819999694824219,477700
2024-11-25,14.670000076293945,15.890000343322754,14.649999618530273,15.850000381469727,616600
2024-11-26,14.609999656677246,15.109999656677246,14.5,14.779999732971191,345600
2024-11-27,14.34000015258789,14.84000015258789,14.010000228881836,14.84000015258789,242600
2024-11-29,15.010000228881836,15.010000228881836,14.510000228881836,14.550000190734863,129400
2024-12-02,15.65999984741211,15.795000076293945,15.329999923706055,15.380000114440918,977200
2024-12-03,15.319999694824219,15.539999961853027,15.164999961853027,15.369999885559082,134800
2024-12-04,15.680000305175781,15.699999809265137,15.180000305175781,15.4399995803833,157100
2024-12-05,16.299999237060547,16.6299991607666,15.770000457763672,15.770000457763672,303500
2024-12-06,17.399999618530273,17.399999618530273,16.399999618530273,16.719999313354492,263700
2024-12-09,17.450000762939453,18.270000457763672,16.790000915527344,17.889999389648438,377900
2024-12-10,18.040000915527344,18.540000915527344,17.5,17.6299991607666,384600
2024-12-11,19.3799991607666,19.389999389648438,18.15999984741211,18.530000686645508,274200
2024-12-12,19.010000228881836,19.639999389648438,18.864999771118164,19.40999984741211,272700
2024-12-13,20.049999237060547,20.049999237060547,18.889999389648438,19.139999389648438,290600
2024-12-16,21.579999923706055,21.579999923706055,20.049999237060547,20.329999923706055,354800
2024-12-17,22.559999465942383,22.743000030517578,21.260000228881836,22.299999237060547,662700
2024-12-18,20.139999389648438,23.030000686645508,19.469999313354492,21.719999313354492,637200
2024-12-19,20.020000457763672,21.100000381469727,19.06999969482422,20.90999984741211,770600
2024-12-20,19.100000381469727,20.579999923706055,18.969999313354492,19.31999969482422,956200
2024-12-23,19.690000534057617,19.829999923706055,18.8799991607666,19.719999313354492,207400
2024-12-24,21.469999313354492,21.469999313354492,19.90999984741211,19.979999542236328,190000
2024-12-26,20.989999771118164,21.600000381469727,20.819000244140625,21.600000381469727,251300
2024-12-27,19.670000076293945,20.68000030517578,19.3799991607666,20.639999389648438,342500
2024-12-30,18.8700008392334,19.398000717163086,18.795000076293945,18.959999084472656,147500
2024-12-31,18.06999969482422,19.399999618530273,18.06999969482422,19.229999542236328,173100
2025-01-02,16.690000534057617,17.440000534057617,16.399999618530273,17.34000015258789,371900
2025-01-03,18.40999984741211,18.489999771118164,16.739999771118164,16.860000610351562,392700
2025-01-06,18.450000762939453,19.236000061035156,17.979999542236328,19.100000381469727,308900
2025-01-07,17.520000457763672,18.638999938964844,17.281999588012695,18.15999984741211,149500
2025-01-08,17.530000686645508,17.920000076293945,17.149999618530273,17.420000076293945,182000
2025-01-10,17.520000457763672,17.739999771118164,16.969999313354492,17.34000015258789,239600
2025-01-13,18.0,18.0,16.729999542236328,16.8700008392334,223500
2025-01-14,17.639999389648438,19.04199981689453,17.579999923706055,18.649999618530273,165000
2025-01-15,19.3799991607666,19.46500015258789,18.170000076293945,18.399999618530273,159600
2025-01-16,18.579999923706055,19.079999923706055,18.347000122070312,19.079999923706055,106500
2025-01-17,19.270000457763672,20.0,19.0,19.010000228881836,311700
2025-01-21,19.170000076293945,19.6200008392334,18.18000030517578,19.610000610351562,215700
2025-01-22,18.649999618530273,19.350000381469727,18.610000610351562,18.709999084472656,104100
2025-01-23,18.459999084472656,18.93000030517578,18.299999237060547,18.649999618530273,164500
2025-01-24,18.15999984741211,18.780000686645508,18.1200008392334,18.6200008392334,222300
2025-01-27,17.639999389648438,18.1200008392334,17.18000030517578,17.5,405000
2025-01-28,17.670000076293945,17.802000045776367,17.059999465942383,17.559999465942383,96000
2025-01-29,17.149999618530273,17.59000015258789,16.969999313354492,17.489999771118164,380800
2025-01-30,17.770000457763672,18.440000534057617,16.940000534057617,18.3799991607666,341500
2025-01-31,18.0,18.860000610351562,17.809999465942383,17.809999465942383,270000
2025-02-03,16.8700008392334,17.149999618530273,16.360000610351562,17.0,272700
2025-02-04,17.34000015258789,17.415000915527344,16.770000457763672,16.829999923706055,209700
2025-02-05,16.549999237060547,17.040000915527344,16.420000076293945,17.030000686645508,219400
2025-02-06,16.31999969482422,16.31999969482422,15.75,16.290000915527344,245800
2025-02-07,15.640000343322754,16.65999984741211,15.579999923706055,16.09000015258789,215900
2025-02-10,15.050000190734863,15.680000305175781,15.029999732971191,15.359999656677246,177900
2025-02-11,13.869999885559082,14.970000267028809,13.680000305175781,14.720000267028809,577200
2025-02-12,14.279999732971191,14.779999732971191,13.899999618530273,13.949999809265137,347800
2025-02-13,15.3100004196167,15.418000221252441,14.630000114440918,14.770000457763672,263800
2025-02-14,15.289999961853027,15.59000015258789,14.854999542236328,15.59000015258789,387800
2025-02-18,15.180000305175781,15.449999809265137,14.979999542236328,15.270000457763672,375000
2025-02-19,15.550000190734863,15.899999618530273,15.241000175476074,15.241000175476074,247700
2025-02-20,15.210000038146973,15.600000381469727,14.859999656677246,15.600000381469727,305700
2025-02-21,14.289999961853027,15.1899995803833,14.119999885559082,15.170000076293945,166900
2025-02-24,13.899999618530273,14.539999961853027,13.619999885559082,14.329999923706055,303800
2025-02-25,12.460000038146973,13.649999618530273,12.196999549865723,13.649999618530273,273400
2025-02-26,11.829999923706055,12.760000228881836,11.710000038146973,12.520000457763672,273700
2025-02-27,11.380000114440918,12.119999885559082,11.359999656677246,11.850000381469727,451800
2025-02-28,11.960000038146973,11.970000267028809,10.979999542236328,11.270000457763672,511100
2025-03-03,11.529999732971191,12.5,11.180000305175781,12.3100004196167,717100
2025-03-04,10.890000343322754,11.489999771118164,10.385000228881836,10.829999923706055,595700
2025-03-05,11.229999542236328,11.25,10.690999984741211,10.90999984741211,299100
2025-03-06,10.460000038146973,10.899999618530273,10.272000312805176,10.829999923706055,228500
2025-03-07,10.399999618530273,10.550000190734863,9.8149995803833,10.300000190734863,323000
2025-03-10,8.390000343322754,9.9350004196167,8.3100004196167,9.90999984741211,1348900
2025-03-11,8.800000190734863,9.09000015258789,8.220000267028809,8.550000190734863,785600
2025-03-12,9.640000343322754,9.789999961853027,9.300000190734863,9.5600004196167,1105500
2025-03-13,9.279999732971191,9.640000343322754,8.930000305175781,9.640000343322754,1066400
2025-03-14,9.699999809265137,9.779999732971191,9.270000457763672,9.59000015258789,465800
2025-03-17,9.119999885559082,9.489999771118164,8.880000114440918,9.489999771118164,1083100
2025-03-18,8.529999732971191,8.729999542236328,8.380000114440918,8.649999618530273,1144200
2025-03-19,9.020000457763672,9.270000457763672,8.710000038146973,8.819999694824219,786600
2025-03-20,9.039999961853027,9.109999656677246,8.739999771118164,8.890000343322754,774400
2025-03-21,9.640000343322754,9.65999984741211,9.0600004196167,9.069999694824219,796400
2025-03-24,11.069999694824219,11.079999923706055,10.010000228881836,10.09000015258789,753300
2025-03-25,11.539999961853027,11.539999961853027,10.710000038146973,11.300000190734863,1151800
2025-03-26,10.739999771118164,11.34000015258789,10.470000267028809,11.300000190734863,842100
2025-03-27,10.800000190734863,11.694000244140625,10.729999542236328,10.729999542236328,1116300
2025-03-28,10.3100004196167,10.920000076293945,10.170000076293945,10.890000343322754,575800
2025-03-31,10.100000381469727,10.15999984741211,9.34000015258789,9.579999923706055,696000
2025-04-01,10.550000190734863,10.975000381469727,10.140000343322754,10.300000190734863,747400
2025-04-02,11.25,11.350000381469727,9.710000038146973,9.890000343322754,2085900
2025-04-03,10.489999771118164,10.928000450134277,10.210000038146973,10.390000343322754,643300
2025-04-04,9.170000076293945,10.145000457763672,8.970000267028809,9.890000343322754,1158600
2025-04-07,8.800000190734863,9.699999809265137,7.929999828338623,8.380000114440918,4300500
2025-04-08,8.279999732971191,9.609999656677246,8.09000015258789,9.380000114440918,1103200
2025-04-09,10.640000343322754,10.710000038146973,8.390999794006348,8.420000076293945,1540600
2025-04-10,9.65999984741211,10.100000381469727,9.039999961853027,10.0600004196167,819500
2025-04-11,9.640000343322754,9.899999618530273,9.149999618530273,9.630000114440918,643300
2025-04-14,9.630000114440918,10.09000015258789,9.364999771118164,9.949999809265137,791400
2025-04-15,9.739999771118164,9.944999694824219,9.430000305175781,9.520000457763672,434800
2025-04-16,9.130000114440918,9.619999885559082,8.770000457763672,9.430000305175781,475500
2025-04-17,9.119999885559082,9.25,8.960000038146973,9.199999809265137,380000
2025-04-21,8.470000267028809,8.649999618530273,8.244999885559082,8.579999923706055,401700
2025-04-22,8.9399995803833,9.140000343322754,8.579999923706055,8.640000343322754,434800
2025-04-23,9.550000190734863,9.949999809265137,9.279999732971191,9.75,720400
2025-04-24,9.960000038146973,9.970000267028809,9.479999542236328,9.550000190734863,518200
2025-04-25,11.170000076293945,11.260000228881836,9.979999542236328,10.050000190734863,616700
2025-04-28,11.229999542236328,11.649999618530273,10.579999923706055,11.369999885559082,442900
2025-04-29,11.520000457763672,11.545000076293945,10.90999984741211,11.180000305175781,417500
2025-04-30,11.039999961853027,11.130000114440918,10.489999771118164,10.930000305175781,303900
2025-05-01,10.9399995803833,11.449999809265137,10.9399995803833,10.9399995803833,294600
2025-05-02,11.270000457763672,11.619999885559082,10.920000076293945,11.15999984741211,1006900
2025-05-05,10.949999809265137,11.149999618530273,10.642000198364258,11.149999618530273,275700
2025-05-06,10.699999809265137,10.800000190734863,10.529999732971191,10.569999694824219,297500
2025-05-07,10.75,10.800000190734863,10.5,10.75,187600
2025-05-08,11.149999618530273,11.380000114440918,10.899999618530273,10.899999618530273,438100
2025-05-09,11.8100004196167,12.210000038146973,11.390000343322754,11.390000343322754,452800
2025-05-12,12.800000190734863,12.989999771118164,12.470000267028809,12.989999771118164,434900
2025-05-13,13.569999694824219,13.739999771118164,12.755000114440918,12.864999771118164,379800
2025-05-14,14.260000228881836,14.390000343322754,13.755000114440918,14.029999732971191,490800
2025-05-15,14.020000457763672,14.15999984741211,13.619000434875488,13.90999984741211,347200
2025-05-16,14.369999885559082,14.458999633789062,14.005000114440918,14.1899995803833,251000
